,add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_name,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,foreign_worker_info_education_other,foreign_worker_info_inst,foreign_worker_info_major,foreign_worker_info_postal_code,foreign_worker_info_rel_occup_exp,foreign_worker_info_req_experience,foreign_worker_info_state,foreign_worker_info_training_comp,foreign_worker_ownership_interest,foreign_worker_yr_rel_edu_completed,fw_info_alt_edu_experience,fw_info_birth_country,fw_info_education_other,fw_info_postal_code,fw_info_rel_occup_exp,fw_info_req_experience,fw_info_training_comp,fw_info_yr_rel_edu_completed,fw_ownership_interest,ji_foreign_worker_live_on_premises,ji_fw_live_on_premises,ji_live_in_dom_svc_contract,ji_live_in_domestic_service,ji_offered_to_sec_j_foreign_worker,ji_offered_to_sec_j_fw,job_info_alt_cmb_ed_oth_yrs,job_info_alt_combo_ed,job_info_alt_combo_ed_exp,job_info_alt_combo_ed_other,job_info_alt_field,job_info_alt_field_name,job_info_alt_occ,job_info_alt_occ_job_title,job_info_alt_occ_num_months,job_info_combo_occupation,job_info_education,job_info_education_other,job_info_experience,job_info_experience_num_months,job_info_foreign_ed,job_info_foreign_lang_req,job_info_job_req_normal,job_info_job_title,job_info_major,job_info_training,job_info_training_field,job_info_training_num_months,job_info_work_city,job_info_work_postal_code,job_info_work_state,naics_2007_us_code,naics_2007_us_title,naics_code,naics_title,naics_us_code,naics_us_code_2007,naics_us_title,naics_us_title_2007,orig_case_no,orig_file_date,preparer_info_emp_completed,preparer_info_title,pw_amount_9089,pw_determ_date,pw_expire_date,pw_job_title_908,pw_job_title_9089,pw_level_9089,pw_soc_code,pw_soc_title,pw_source_name_9089,pw_source_name_other_9089,pw_track_num,pw_unit_of_pay_9089,rec_info_barg_rep_notified,recr_info_barg_rep_notified,recr_info_coll_teach_comp_proc,recr_info_coll_univ_teacher,recr_info_employer_rec_payment,recr_info_first_ad_start,recr_info_job_fair_from,recr_info_job_fair_to,recr_info_on_campus_recr_from,recr_info_on_campus_recr_to,recr_info_pro_org_advert_from,recr_info_pro_org_advert_to,recr_info_prof_org_advert_from,recr_info_prof_org_advert_to,recr_info_professional_occ,recr_info_radio_tv_ad_from,recr_info_radio_tv_ad_to,recr_info_second_ad_start,recr_info_sunday_newspaper,recr_info_swa_job_order_end,recr_info_swa_job_order_start,refile,ri_1st_ad_newspaper_name,ri_2nd_ad_newspaper_name,ri_2nd_ad_newspaper_or_journal,ri_campus_placement_from,ri_campus_placement_to,ri_coll_tch_basic_process,ri_coll_teach_pro_jnl,ri_coll_teach_select_date,ri_employee_referral_prog_from,ri_employee_referral_prog_to,ri_employer_web_post_from,ri_employer_web_post_to,ri_job_search_website_from,ri_job_search_website_to,ri_layoff_in_past_six_months,ri_local_ethnic_paper_from,ri_local_ethnic_paper_to,ri_posted_notice_at_worksite,ri_pvt_employment_firm_from,ri_pvt_employment_firm_to,ri_us_workers_considered,schd_a_sheepherder,us_economic_sector,wage_offer_from_9089,wage_offer_to_9089,wage_offer_unit_of_pay_9089,wage_offered_from_9089,wage_offered_to_9089,wage_offered_unit_of_pay_9089
3079,,,,,PERM,A-11124-75766,,,Certified,H-1B,,INDIA,2012-02-28,1979 MILKY WAY,,VERONA,,,EPIC SYSTEMS CORPORATION,,,,53593.0,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verona,,WI,541512,Computer Systems Design Services,,,,,,,,,,,67434.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,73000.0,128000.0,yr,,,
3080,,,,,PERM,A-11124-75769,,,Denied,H-1B,,CHINA,2012-02-28,1979 MILKY WAY,,VERONA,,,EPIC SYSTEMS CORPORATION,,,,53593.0,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verona,,WI,541512,Computer Systems Design Services,,,,,,,,,,,67434.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,73000.0,128000.0,yr,,,
3081,,,,,PERM,A-11124-75781,,,Certified-Expired,L-1,,CHINA,2011-10-05,"4677 OLD IRONSIDES DRIVE, SUITE 320",,SANTA CLARA,,,VANCEINFO TECHNOLOGIES INC,,,,95054.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redmond,,WA,541512,Computer Systems Design Services,,,,,,,,,,,82701.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,83000.0,92000.0,yr,,,
3082,,,,,PERM,A-11124-75793,,,Certified,O-1,,UNITED KINGDOM,2012-02-01,589 FIFTH AVENUE,SUITE1003,NEW YORK,,,J.W.BLUE GROUP,,,,10017.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,,NY,339911,Jewelry (except Costume) Manufacturing,,,,,,,,,,,41454.0,,,,Jewelers,Level III,51-9071.01,Jewelers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,41454.0,,yr,,,
3083,,,,,PERM,A-11124-75794,,,Certified,,,PHILIPPINES,2012-02-13,HWY 264 P.O. BOX 457,,GANADO,,,NAVAJO HEALTH FOUNDATION - SAGE MEMORIAL HOSPITAL,,,,86505.0,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganado,,AZ,622110,General Medical and Surgical Hospitals,,,,,,,,,,,57699.0,,,,Medical and Health Services Managers,Level II,11-9111.00,Medical and Health Services Managers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care,74859.0,,yr,,,
3084,,,,,PERM,A-11124-75800,,,Certified,H-1B,,TURKEY,2012-01-31,919 NW 23RD STREET,,OKLAHOMA CITY,,,SKY FOUNDATION,,,,73106.0,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oklahoma City,,OK,611110,Elementary and Secondary Schools,,,,,,,,,,,38687.0,,,,"Secondary School Teachers, Except Special and Vocational Education",Level II,25-2031.00,"Secondary School Teachers, Except Special and Vocational Education",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Educational Services,38687.0,,yr,,,
3085,,,,,PERM,A-11208-95751,,,Denied,H-1B,,CANADA,2012-02-17,203 NORTH LAKE DRIVE,,LEXINGTON,,,"WILDSMILES,LLC",,,,29072.0,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lexington,,SC,621210,Offices of Dentists,,,,,,,,,,,97979.0,,,,"Dentists, General",,29-1021.00,"Dentists, General",Other,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care,98500.0,,yr,,,
3086,,,,,PERM,A-11124-75802,,,Certified,F-1,,INDIA,2012-02-14,5775 MOREHOUSE DRIVE,,SAN DIEGO,,,"QUALCOMM, INC.",,,,92121.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego,,CA,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,,,,,,,,,,79498.0,,,,"Computer Software Engineers, Systems Software",Level II,15-1032.00,"Computer Software Engineers, Systems Software",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,79498.0,95520.0,yr,,,
3087,,,,,PERM,A-11124-75803,,,Certified,H-1B,,CHINA,2012-01-09,12500 TI BLVD.,,DALLAS,,,TEXAS INSTRUMENTS INCORPORATED,,,,75251.0,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dallas,,TX,33441,Semiconductor and Other Electronic Component Manufacturing,,,,,,,,,,,78478.0,,,,"Electronics Engineers, Except Computer",Level II,17-2072.00,"Electronics Engineers, Except Computer",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,79200.0,,yr,,,
3088,,,,,PERM,A-11124-75812,,,Certified,F-1,,PAKISTAN,2012-01-31,5775 MOREHOUSE DRIVE,,SAN DIEGO,,,"QUALCOMM, INC.",,,,92121.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego,,CA,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,,,,,,,,,,79498.0,,,,"Computer Software Engineers, Systems Software",Level II,15-1032.00,"Computer Software Engineers, Systems Software",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,79498.0,95220.0,yr,,,
3089,,,,,PERM,A-11124-75823,,,Denied,E-2,,JAPAN,2012-01-25,17011 BEACH BLVD.,,HUNTINGTON BEACH,,,J-NETWORK INC.,,,,92647.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huntington Beach,,CA,446120,"Cosmetics, Beauty Supplies, and Perfume Stores",,,,,,,,,,,92685.0,,,,Computer Systems Analysts,Level IV,15-1051.00,Computer Systems Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail,92685.0,,yr,,,
3090,,,,,PERM,A-11124-75840,,,Certified,H-1B,,INDIA,2012-01-19,500 ORACLE PARKWAY,,REDWOOD SHORES,,,"ORACLE AMERICA, INC.",,,,94065.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redwood Shores,,CA,51121,Software Publishers,,,,,,,,,,,75317.0,,,,"Computer Software Engineers, Apps",Level I,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,80000.0,88000.0,yr,,,
3091,,,,,PERM,A-11124-75841,,,Denied,H-1B,,INDIA,2012-03-09,23440 HAWTHORNE BLVD.,SUITE 210,TORRANCE,,,RJT COMPUQUEST INC.,,,,90505.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torrance,,CA,541511,Custom Computer Programming Services,,,,,,,,,,,94411.0,,,,Systems Analyst,Level IV,15-1051.00,Computer Systems Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,94411.0,,yr,,,
3092,,,,,PERM,A-11124-75844,,,Certified,H-1B,,CHINA,2012-01-20,20 CARBON PLACE,,JERSEY CITY,,,"FORTUNE PLASTIC & METAL, INC.",,,,7305.0,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jersey City,,NJ,423930,Recyclable Material Merchant Wholesalers,,,,,,,,,,,47.84,,,,Management Analysts,Level III,13-1111.00,Management Analysts,OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,47.84,,hr,,,
3093,,,,,PERM,A-11124-75847,,,Certified,,,SOUTH KOREA,2012-01-25,"3700 WILSHIRE BLVD., SUITE 600",,LOS ANGELES,,,"RADIO KOREA USA, INC.",,,,90010.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles,,CA,5151,Radio and Television Broadcasting,,,,,,,,,,,44741.0,,,,Reporters and Correspondents,Level III,27-3022.00,Reporters and Correspondents,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,44741.0,,yr,,,
3094,,,,,PERM,A-11124-75855,,,Certified,H-1B,,INDIA,2012-02-06,5775 MOREHOUSE DRIVE,,SAN DIEGO,,,"QUALCOMM, INC.",,,,92121.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boulder,,CO,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,,,,,,,,,,88733.0,,,,"Computer Software Engineers, Systems Software",Level II,15-1032.00,"Computer Software Engineers, Systems Software",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,88733.0,95520.0,yr,,,
3095,,,,,PERM,A-11125-75866,,,Certified,H-1B,,COSTA RICA,2012-01-31,P.O. BOX 8990,,AGAT,,,GC OF SDA DBA ADVENTIST BROADCASTING SERVICES INC,,,,96928.0,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agat,,GU,813110,Religious Organizations,,,,,,,,,,,39416.0,,,,ELECTRICAL ENGINEER,Level I,17-2071.00,Electrical Engineers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,39416.0,39416.0,yr,,,
3096,,,,,PERM,A-11125-75869,,,Denied,E-1,,SOUTH KOREA,2012-03-29,1031 W MANCHESTER BLVD SUITE A,,INGLEWOOD,,,"KGL AMERICA, INC",,,,90301.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INGLEWOOD,,CA,488510,Freight Transportation Arrangement,,,,,,,,,,,49920.0,,,,Logistician,Level I,13-1081.00,Logisticians,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation,50000.0,,yr,,,
3097,,,,,PERM,A-11125-75874,,,Certified,H-1B,,FRANCE,2012-02-08,200 WEST STREET,,NEW YORK,,,"GOLDMAN, SACHS & CO.",,,,10282.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW YORK,,NY,523110,Investment Banking and Securities Dealing,,,,,,,,,,,136989.0,,,,FINANCIAL ANALYSTS,Level IV,13-2051.00,Financial Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,300000.0,,yr,,,
3098,,,,,PERM,A-11125-75876,,,Certified,H-1B,,INDIA,2012-02-24,1979 MILKY WAY,,VERONA,,,EPIC SYSTEMS CORPORATION,,,,53593.0,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verona,,WI,541512,Computer Systems Design Services,,,,,,,,,,,67434.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,73000.0,128000.0,yr,,,
3099,,,,,PERM,A-11125-75878,,,Certified,H-1B,,SOUTH KOREA,2012-02-23,1979 MILKY WAY,,VERONA,,,EPIC SYSTEMS CORPORATION,,,,53593.0,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verona,,WI,541512,Computer Systems Design Services,,,,,,,,,,,67434.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,73000.0,128000.0,yr,,,
3100,,,,,PERM,A-11125-75881,,,Certified,H-1B,,INDIA,2012-02-24,1979 MILKY WAY,,VERONA,,,EPIC SYSTEMS CORPORATION,,,,53593.0,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verona,,WI,541512,Computer Systems Design Services,,,,,,,,,,,67434.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,73000.0,128000.0,yr,,,
3101,,,,,PERM,A-11125-75884,,,Certified,H-1B,,CHINA,2012-02-17,1979 MILKY WAY,,VERONA,,,EPIC SYSTEMS CORPORATION,,,,53593.0,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verona,,WI,541512,Computer Systems Design Services,,,,,,,,,,,67434.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,73000.0,128000.0,yr,,,
3102,,,,,PERM,A-11125-75887,,,Certified,H-1B,,SOUTH KOREA,2012-01-10,1250 BROADWAY,37TH FLOOR,NEW YORK,,,INDUSTRIAL BANK OF KOREA NEW YORK BRANCH,,,,10001.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,,NY,522110,Commercial Banking,,,,,,,,,,,67475.0,,,,Loan Officer,Level II,13-2072.00,Loan Officers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,67475.0,,yr,,,
3103,,,,,PERM,A-11125-75889,,,Withdrawn,H-1B,,INDIA,2011-11-16,1979 MILKY WAY,,VERONA,,,EPIC SYSTEMS CORPORATION,,,,53593.0,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verona,,WI,541512,Computer Systems Design Services,,,,,,,,,,,67434.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,73000.0,128000.0,yr,,,
3104,,,,,PERM,A-11125-75900,,,Certified,H-1B,,CHINA,2012-02-23,1979 MILKY WAY,,VERONA,,,EPIC SYSTEMS CORPORATION,,,,53593.0,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verona,,WI,541512,Computer Systems Design Services,,,,,,,,,,,67434.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,73000.0,128000.0,yr,,,
3105,,,,,PERM,A-11125-75902,,,Withdrawn,H-1B,,INDIA,2011-11-22,1979 MILKY WAY,,VERONA,,,EPIC SYSTEMS CORPORATION,,,,53593.0,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verona,,WI,541512,Computer Systems Design Services,,,,,,,,,,,67434.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,73000.0,128000.0,yr,,,
3106,,,,,PERM,A-11125-75909,,,Certified,H-1B,,INDIA,2012-02-16,1979 MILKY WAY,,VERONA,,,EPIC SYSTEMS CORPORATION,,,,53593.0,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verona,,WI,541512,Computer Systems Design Services,,,,,,,,,,,67434.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,73000.0,128000.0,yr,,,
3107,,,,,PERM,A-11125-75910,,,Certified,H-1B,,INDIA,2012-02-24,1979 MILKY WAY,,VERONA,,,EPIC SYSTEMS CORPORATION,,,,53593.0,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verona,,WI,541512,Computer Systems Design Services,,,,,,,,,,,67434.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,73000.0,128000.0,yr,,,
3108,,,,,PERM,A-11125-75911,,,Denied,H-1B,,INDIA,2012-01-06,"345 PLAINFIELD AVE,",SUITE # 301 & 302,EDISON,,,"DVR SOFTEK INC.,",,,,8817.0,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edison,,NJ,54151,Computer Systems Design and Related Services,,,,,,,,,,,105373.0,,,,"Computer Software Engineers, Applications",Level IV,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,105373.0,125373.0,yr,,,
3109,,,,,PERM,A-11125-75912,,,Denied,H-1B,,INDIA,2012-01-13,38345 W 10 MILE ROAD,SUITE 110,FARMINGTON HILLS,,,CORPORATE COMPUTER SERVICES INC,,,,48335.0,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farmington Hills,,MI,54151,Computer Systems Design and Related Services,,,,,,,,,,,63024.0,,,,Computer Programmers,Level II,15-1021.00,Computer Programmers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,63024.0,,yr,,,
3110,,,,,PERM,A-11125-75914,,,Certified-Expired,H-1B,,INDIA,2011-10-13,55 MERCHANT STREET,,CINCINNATI,,,"CINCOM SYSTEMS, INC.",,,,45246.0,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cincinnati,,OH,5415,Computer Systems Design and Related Services,,,,,,,,,,,67059.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,67059.0,105000.0,yr,,,
3111,,,,,PERM,A-11125-75919,,,Certified,H-1B,,NEPAL,2012-02-24,1979 MILKY WAY,,VERONA,,,EPIC SYSTEMS CORPORATION,,,,53593.0,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verona,,WI,541512,Computer Systems Design Services,,,,,,,,,,,67434.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,73000.0,128000.0,yr,,,
3112,,,,,PERM,A-11125-75920,,,Certified,H-1B,,INDIA,2012-02-28,150 GRANBY STREET,,NORFOLK,,,DOMINION ENTERPRISES,,,,23510.0,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norfolk,,VA,511120,Periodical Publishers,,,,,,,,,,,65520.0,,,,Database Administrators,Level III,15-1061.00,Database Administrators,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,66000.0,85000.0,yr,,,
3113,,,,,PERM,A-11125-75923,,,Certified,H-1B,,GERMANY,2012-01-18,1784 FAIRVIEW ROAD,,GLENMOORE,,,CAMPHILL SPECIAL SCHOOL,,,,19343.0,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glenmoore,,PA,611110,Elementary and Secondary Schools,,,,,,,,,,,50743.0,,,,"Vocational Education Teachers, Secondary School",Level II,25-2032.00,"Vocational Education Teachers, Secondary School",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Educational Services,50750.0,,yr,,,
3114,,,,,PERM,A-11125-75924,,,Certified,H-1B,,INDIA,2012-01-06,2325 ORCHARD PARKWAY,,SAN JOSE,,,ATMEL CORPORATION,,,,95131.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,CA,33441,Semiconductor and Other Electronic Component Manufacturing,,,,,,,,,,,128727.0,,,,Computer & Information Systems Mgr,,11-3021.00,Computer and Information Systems Managers,Other,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,150000.0,180000.0,yr,,,
3115,,,,,PERM,A-11125-75925,,,Certified,H-1B,,INDIA,2012-02-17,12100 SAMSUNG BLVD.,,AUSTIN,,,"SAMSUNG AUSTIN SEMICONDUCTOR, LLC",,,,78754.0,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin,,TX,334413,Semiconductor and Related Device Manufacturing,,,,,,,,,,,111737.6,,,,Architectural and Engineering Managers,Level II,11-9041.00,Engineering Managers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,111738.0,,yr,,,
3116,,,,,PERM,A-11125-75928,,,Denied,,,PHILIPPINES,2012-01-30,808 ELBE AVENUE,,STATEN ISLAND,,,SHIRLEY P. GRANADA,,,,10304.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island,,NY,814110,Private Households,,,,,,,,,,,38085.0,,,,Maids and Housekeeping Cleaners,Level IV,37-2012.00,Maids and Housekeeping Cleaners,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,38085.0,,yr,,,
3117,,,,,PERM,A-11125-75930,,,Certified,B-2,,SOUTH KOREA,2012-01-20,188-12 73RD AVE,,FRESH MEADOWS,,,NEW YORK JOO-SHINE CHURCH OF THE PRESBYTERIAN,,,,11366.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fresh Meadows,,NY,813110,Religious Organizations,,,,,,,,,,,29806.0,,,,"Religious Workers, All Other",Level II,21-2099.00,"Religious Workers, All Other",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,29806.0,29806.0,yr,,,
3118,,,,,PERM,A-11125-75934,,,Certified,H-1B,,VIETNAM,2012-02-27,1979 MILKY WAY,,VERONA,,,EPIC SYSTEMS CORPORATION,,,,53593.0,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verona,,WI,541512,Computer Systems Design Services,,,,,,,,,,,67434.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,73000.0,128000.0,yr,,,
